index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4075	main-news	headlines	2013	403	none	none	string of iraq blasts kills at least 32	strong italy quake kills at least six	0
4076	main-news	headlines	2013	404	none	none	ecuador president correa says no decision made on assange asylum	ecuador yet to decide on assange's asylum	3.8
4077	main-news	headlines	2013	406	none	none	us offers us$10 mil. for pakistan militant	us offers $10 million for pakistani militant chief	3.8
4078	main-news	headlines	2013	407	none	none	6 nato troops killed in afghanistan ied attack	6 nato troops killed in afghanistan	3.8
4079	main-news	headlines	2013	408	none	none	osama bin laden wives to be jailed	osama bin laden movie to be filmed in india	0.8
4080	main-news	headlines	2013	409	none	none	egyptians vote in landmark presidential election	egyptians go to polls in historic election	4
4081	main-news	headlines	2013	410	none	none	jetblue pilot who disrupted flight declared insane, not guilty	jetblue pilot who caused disruption on flight not guilty	3.8
4082	main-news	headlines	2013	411	none	none	tsunami warning: no need for sa to panic	tsunami warning after aceh quake	2.2
4083	main-news	headlines	2013	412	none	none	us hands over bagram prison to afghan authorities	u.s. transfers bagram prison to afghan control	4.8
4084	main-news	headlines	2013	413	none	none	jeremy hunt distances himself from adviser who 'overstepped the mark'	jeremy hunt clings on as spad quits over news corp emails	2
4085	main-news	headlines	2013	414	none	none	obama praises u.s.-latin america trade ties	obama secret service agents sent home	0.4
4086	main-news	headlines	2013	415	none	none	blitzbokke ousted by fiji	blitzbokke beaten by nz	2
4087	main-news	headlines	2013	416	none	none	obama and romney focus on swing-states	team anna yet to decide on contesting state polls	0.4
4088	main-news	headlines	2013	418	none	none	'grenade attack' kills one and injures at least 11	sex attack on woman investigated	0.2
4089	main-news	headlines	2013	420	none	none	'scores of bodies' found in syria	eight more bodies found on ship	1.4
4090	main-news	headlines	2013	421	none	none	shooter charged with murder of us black teen	thoughts on race relations under a black president	0.8
4091	main-news	headlines	2013	422	none	none	jonny bairstow and eoin morgan shine for england in mumbai	bairstow hits ton in india tour match	1.8
4092	main-news	headlines	2013	424	none	none	how wind farm developers 'use camera tricks to make turbines look smaller than they really are'	wind farm developers using 'tricks' to make turbines look smaller	4.4
4093	main-news	headlines	2013	425	none	none	us drone kills six militants in pakistan: officials	us missiles kill 15 in pakistan: officials	2.4
4094	main-news	headlines	2013	428	none	none	nigeria: nigerian troops swarm after 40 killed in student massacre	nigeria police make arrests after college massacre	2.6
4095	main-news	headlines	2013	429	none	none	nerves calmed -- for now : markets jump on relief over spanish bank bailout	focus shifts to greece after spain secures bank bailout	2.2
4096	main-news	headlines	2013	430	none	none	heavy fighting reported in syria's aleppo	heavy fighting reported in damascus	1.4
4097	main-news	headlines	2013	431	none	none	france says greece must show credibility for eurozone	france's hollande backs greece but urges credible reform	1.8
4098	main-news	headlines	2013	432	none	none	avengers sets box office record	the hunger games breaks us box office record	1.2
4099	main-news	headlines	2013	433	none	none	4 french soldiers reported killed in afghanistan	british soldier killed in afghanistan	1
4100	main-news	headlines	2013	434	none	none	spanish bailout dilemma gets more acute	spanish dilemma gets more acute	3.4
4101	main-news	headlines	2013	435	none	none	nato soldier dies in afghanistan	two aust soldiers wounded in afghanistan	0.6
4102	main-news	headlines	2013	436	none	none	chinese stocks open lower wednesday	china stocks open lower friday	2.4
4103	main-news	headlines	2013	437	none	none	palestinian leadership condemn israeli fm call to oust abbas	palestinian leadership backs fatah-hamas doha deal	1
4104	main-news	headlines	2013	438	none	none	mitt romney wins maryland gop primary	romney wins maryland republican primary	4.8
4105	main-news	headlines	2013	439	none	none	man finds car on ebay 42 years after it was stolen	texas man finds his car 42 years after it was stolen	3.6
4106	main-news	headlines	2013	440	none	none	sylvester stallone's son found dead in hollywood	sylvester stalloneâ€™s son, sage stallone, found dead in hol	3.4
4107	main-news	headlines	2013	441	none	none	nato: 4 aid workers rescued from afghan insurgents	5 aid workers freed in operation in afghanistan	2.8
4108	main-news	headlines	2013	442	none	none	russia jails pussy riot protest punks for two years	russian court to rule in pussy riot trial	1.8
4109	main-news	headlines	2013	444	none	none	israel bars german writer grass from visiting over poem	israel bars german author grass over poem	4.4
4110	main-news	headlines	2013	445	none	none	the note's must-reads for august 1, 2012	the note's must reads for wednesday july 4, 2012	1.8
4111	main-news	headlines	2013	446	none	none	nato us troop detained over shooting of afghan civilians	u.s. says saddened by shooting on afghan civilians	2.4
4112	main-news	headlines	2013	447	none	none	hollande wins french presidential election	east timor votes in presidential election	1.6
4113	main-news	headlines	2013	449	none	none	military: syria chemical stocks threaten israel	russia tells syria chemical arms threat is unacceptable	1.8
4114	main-news	headlines	2013	450	none	none	fitch upgrades ford to investment grade	fitch restores ford credit to investment grade	3.6
4115	main-news	headlines	2013	451	none	none	syria peace plan conditions “unacceptable,” opposition says	syria peace dashed as deadline passes	2
4116	main-news	headlines	2013	453	none	none	clashes as greeks protest against more cutbacks	clashes erupt as greek vote nears	2.4
4117	main-news	headlines	2013	454	none	none	9 dead, 11 hurt, 4 missing in mont blanc avalanche	6 dead, several missing in mont blanc avalanche	2.4
4118	main-news	headlines	2013	455	none	none	taliban pose as 'attractive women, on facebook for spying	taliban soldiers posing as pretty women on facebook to get troops' secrets	4.6
4119	main-news	headlines	2013	456	none	none	china activist chen lands in us	chinese activist renews call to fight injustice	1.2
4120	main-news	headlines	2013	457	none	none	city room: empire state building shooting	2 dead in shooting outside empire state building	3.2
4121	main-news	headlines	2013	458	none	none	mohamed morsi sworn in as eygptian president	mursi sworn in as egyptian president	4.4
4122	main-news	headlines	2013	460	none	none	attack on nato base in afghanistan kills 15	aid workers freed in afghanistan raid	1
4123	main-news	headlines	2013	461	none	none	yemen suicide blast, drone attack kill at least 30	spate of iraq attacks kill at least six	1
4124	main-news	headlines	2013	462	none	none	torres moving on after olympic bid fails	torres finishes 4th, misses out on sixth olympics	3
4125	main-news	headlines	2013	464	none	none	pakistan begins demolition of bin laden compound	pakistan demolishes osama bin laden hideout	2.8
4126	main-news	headlines	2013	465	none	none	sudan blames israel for khartoum arms fire	sudan accuses israel of airstrike on arms factory	3.6
4127	main-news	headlines	2013	466	none	none	house-senate deal reached on payroll tax measure	negotiators reach deal on congress payroll tax cut bill	3.8
4128	main-news	headlines	2013	468	none	none	tropical storm isaac drenches haiti, swipes cuba	tropical storm isaac threatens dam	1.4
4129	main-news	headlines	2013	471	none	none	foreign pro-palestinian activists seek to enter west bank	100 pro-palestinians seek to enter israel at allenby	2.2
4130	main-news	headlines	2013	473	none	none	world stocks rise on hopes for eu, us stimulus	stocks rise on hopes for a fed stimulus	3
4131	main-news	headlines	2013	474	none	none	gore vidal dead at 86: legendary author, playwright, and politician dies	gore vidal, celebrated author, playwright, dies at 86	4
4132	main-news	headlines	2013	476	none	none	world stocks fall before greek debt deal deadline	asia stocks fall ahead of greek debt deal deadline	2.4
4133	main-news	headlines	2013	477	none	none	south africa police shot dead 30 miners	south africa police say they killed 30+ miners	4.2
4134	main-news	headlines	2013	478	none	none	isaac drenches haiti, heads toward cuba, florida	isaac nears haiti with homeless quake population	2.4
4135	main-news	headlines	2013	479	none	none	britain reaches out to syria opposition	who cares about the syrian people?	1.2
4136	main-news	headlines	2013	481	none	none	obama relaxes deportation rules for young immigrants	u.s. relaxes deportation rules for young people: napolitano	4
4137	main-news	headlines	2013	482	none	none	microsoft's surface a big bet on future: analysts	microsoft's surface tablet promising, but questions remain	3.8
4138	main-news	headlines	2013	483	none	none	'whitey' bulger's girlfriend gets 8 years	"mobster ""whitey"" bulger's girlfriend gets 8 years"	3.6
4139	main-news	headlines	2013	484	none	none	mauritanian president shot by army unit	mauritanian president shot at	3.8
4140	main-news	headlines	2013	486	none	none	man sets himself on fire at breivik trial	man sets self afire outside breivik trial	4.6
4141	main-news	headlines	2013	487	none	none	u.s. drone strike kills 10 in northwest pakistan	us drone in pakistan kills 10 suspected militants	3.8
4142	main-news	headlines	2013	488	none	none	9,000 u.s. marines to leave okinawa	9,000 u.s. marines to move out of okinawa: statement	5
4143	main-news	headlines	2013	489	none	none	toys r us waives fee for layaway program	wal-mart lowers fee for holiday layaway program	1.8
4144	main-news	headlines	2013	491	none	none	iran expands nuclear enrichment activities: iaea report	iran steps up sensitive nuclear work - iaea	3
4145	main-news	headlines	2013	492	none	none	donna summer, queen of disco, dies at 63	donna summer, the queen of disco	3
4146	main-news	headlines	2013	494	none	none	iraqi attacks kill general, four police	attacks in iraq kill general and 4 others	4
4147	main-news	headlines	2013	495	none	none	at least 80 dead in northwest iran quakes	180 dead, 1,300 injured in northwest iran earthquakes	2.6
4148	main-news	headlines	2013	496	none	none	brazil's 'pop-star priest' gets mammoth new stage	brazil's 'pop-star priest' gets mammoth new stage	5
4149	main-news	headlines	2013	497	none	none	washington: more than 100 are charged in medicare fraud sweep	washington: court upholds voting rights act in alabama case	0.6
4150	main-news	headlines	2013	498	none	none	putin claims victory in russia's presidential election	putin claims victory in presidential vote	4.2
4151	main-news	headlines	2013	499	none	none	clinton ready to fight for obama	clinton a tough act for obama to follow	1
4152	main-news	headlines	2013	500	none	none	romney announces paul ryan as running mate	romney chooses ryan as gop running mate	4.4
4153	main-news	headlines	2013	501	none	none	european markets rise on greek bailout hopes	european ministers are poised to approve greek rescue	2.2
4154	main-news	headlines	2013	502	none	none	edwards acquitted on 1 count, mistrial on others	edwards found not guilty on one count; mistrial on others	4.6
4155	main-news	headlines	2013	503	none	none	ukrainian weightlifter gets four-year doping ban	ukraine's korobka gets four-year doping ban	4.2
4156	main-news	headlines	2013	504	none	none	gunman may have filmed school massacre	killer may have filmed france school shooting	3
4157	main-news	headlines	2013	505	none	none	hong kong stocks close down 0.28%	hong kong stocks open 0.62 pct higher	1.6
4158	main-news	headlines	2013	507	none	none	suicide bomber attacks algerian security base	suicide bomber targets nigerian church	0.8
4159	main-news	headlines	2013	508	none	none	thailand: iranians planned to attack israelis	malaysia to extradite iranian for attack on israelis	1
4160	main-news	headlines	2013	509	none	none	israeli military court rejects appeal of palestinian hunger striker	israel reaches deal with palestinian hunger strikers	1.2
4161	main-news	headlines	2013	511	none	none	avengers sets box office record	'hunger games' sets box office records	1.6
4162	main-news	headlines	2013	512	none	none	putin 'wins russian presidential election'	putin 'wins' russia's presidential election	4.2
4163	main-news	headlines	2013	514	none	none	putin casts ballot as russians vote	putin to win russia's presidential election	1.4
4164	main-news	headlines	2013	515	none	none	un chief finds his voice, remains cautious on china	insight: u.n. chief finds his voice, but remains cautious on china	4.8
4165	main-news	headlines	2013	517	none	none	libyans begin handing in weapons	libyans transfer weapons to army	3.2
4166	main-news	headlines	2013	518	none	none	british archbishop of canterbury changes career to cambridge	archbishop of canterbury to step down amid rifts	2.4
4167	main-news	headlines	2013	519	none	none	punjab mail derails near rohtak, 19 injured	punjab mail derails near rohtak in haryana, 19 injured	4.2
4168	main-news	headlines	2013	520	none	none	george zimmerman 'to be charged' with killing trayvon martin	george zimmerman to be charged in trayvon martin case, official says	4
4169	main-news	headlines	2013	521	none	none	indian maoist rebels offer talks to free italian hostages	india: maoist rebels in talks on freeing italians	3.8
4170	main-news	headlines	2013	522	none	none	two reported dead in shooting at empire state building in ny	city room: empire state building shooting	2.8
4171	main-news	headlines	2013	523	none	none	five dead in pakistan suicide blast	at least 63 dead in pakistan factory blaze	1
4172	main-news	headlines	2013	524	none	none	penn state football players react to sanctions	penn state football slammed with ncaa sanctions	2.4
4173	main-news	headlines	2013	525	none	none	israel must release or try palestinian on prolonged hunger strike	israeli minister wants palestinian leader's ouster	0.5
4174	main-news	headlines	2013	526	none	none	un report says both sides in syria abuse rights	nato leader plays down risk of turkey-syria clash	1
4175	main-news	headlines	2013	527	none	none	girl accused of burning koran goes into hiding	girl accused of burning koran bailed	3.2
4176	main-news	headlines	2013	531	none	none	france warns syria over chemical weapons use	u.n. concerned at possible syria chemical weapons	2.2
4177	main-news	headlines	2013	532	none	none	life-threatening midwest storms feared	'life-threatening' storms feared for midwest	4.4
4178	main-news	headlines	2013	533	none	none	chicago teacher strike nears end with 'framework' agreement in place	general strike ends: histadrut, treasury reach agreement	0.8
4179	main-news	headlines	2013	534	none	none	indonesian president to visit uk	indonesian president to visit australia	1.4
4180	main-news	headlines	2013	536	none	none	storm delays start of republican convention	storm lashes florida, delaying republican convention	4.4
4181	main-news	headlines	2013	538	none	none	at least two nato killed in afghanistan helicopter crash: military	at least 18 killed in afghan bomb attacks: officials	0.8
4182	main-news	headlines	2013	539	none	none	president mills must quit - lecturer	president john evans atta-mills must resign now -npp germany	2.6
4183	main-news	headlines	2013	540	none	none	miami heat wins nba finals	miami heat clinches nba championship	5
4184	main-news	headlines	2013	541	none	none	japan closes last nuclear reactor	japan switches off last nuclear power plant this weekend	4.2
4185	main-news	headlines	2013	542	none	none	ryanair in new bid for aer lingus	ryanair chief hails report findings	1.2
4186	main-news	headlines	2013	543	none	none	russian air force celebrates 100th anniversary	russian air force's 100th anniversary	4.4
4187	main-news	headlines	2013	544	none	none	6 nato troops killed in afghanistan	nato soldier killed in afghanistan	2.2
4188	main-news	headlines	2013	547	none	none	not so super tuesday for mitt romney	romney leads santorum in gop super tuesday contests	1.6
4189	main-news	headlines	2013	548	none	none	putin sworn in as russian growth falters	putin sworn in as russia's president for 6 years	2.4
4190	main-news	headlines	2013	549	none	none	arqule, daiichi stop lung cancer trial, shares tank	arqule stock plunges as lung cancer study shelved	3.4
4191	main-news	headlines	2013	550	none	none	teenager and father killed in crash	three killed in horror crash are named	1.6
4192	main-news	headlines	2013	551	none	none	6.1-magnitude quake strikes indonesia	6.1-magnitude quake hits papua, indonesia -- usgs	4.2
4193	main-news	headlines	2013	552	none	none	2 americans killed as afghan unrest enters fifth day	two american officers murdered as afghan unrest continues	4.2
4194	main-news	headlines	2013	554	none	none	officials: romney to get secret service protection	obama addresses secret service scandal	0.6
4195	main-news	headlines	2013	555	none	none	japan pm calls for quicker tsunami waste processing	japan marks one year since quake and tsunami disaster	1
4196	main-news	headlines	2013	556	none	none	syrian fighter pilot defects to jordan	syrian pm defects to jordan	1.4
4197	main-news	headlines	2013	557	none	none	syrian arab republic (the): syrian arab republic: syrian refugees (as of 28 june 2012)	syrian arab republic (the): more than 70 killed in syria ahead of annan return	1.2
4198	main-news	headlines	2013	558	none	none	suicide bomber kills 16 in afghanistan	suicide bomber kills 12 in nigeria church	1.2
4199	main-news	headlines	2013	560	none	none	airlines cancel 'flytilla' activists' tickets to ta	uk airline cancels 'flytilla' tickets on israel objections	3.2
4200	main-news	headlines	2013	561	none	none	spain asks for bank rescue	spaniard on trial for cuban dissident’s death	0.2
4201	main-news	headlines	2013	563	none	none	the murky waters of the south china sea	peace lies over the south china sea	1.4
4202	main-news	headlines	2013	564	none	none	sri lanka seek one-day revival against pakistan	senior journalist killed in pakistan	0.6
4203	main-news	headlines	2013	565	none	none	spacex docks with international space station: up next, public travel?	spacex dragon docks with international space station	3.8
4204	main-news	headlines	2013	567	none	none	'million muppet march' to defend obama backing of pbs	million muppet march planned to defend u.s. backing for pbs	4
4205	main-news	headlines	2013	568	none	none	syrian opposition in reconciliation talks	syrian opposition council to establish envoy in france	1.4
4206	main-news	headlines	2013	569	none	none	sensex down 193 points on budget blues	romney won't volunteer budget differences	1
4207	main-news	headlines	2013	570	none	none	facebook boosts size of ipo by 25pc to raise $15bn	facebook boosts size of ipo by 25 percent	3.6
4208	main-news	headlines	2013	571	none	none	iran's parliament questions a dismissive ahmadinejad	iran's parliament questions president ahmadinejad	4
4209	main-news	headlines	2013	572	none	none	yemen suicide attack kills 7 soldiers: officials	afghan suicide car bomb kills at least seven: officials	1.6
4210	main-news	headlines	2013	576	none	none	presidential vote polarises egyptians	gop presidential hopefuls clash in southern races	0.8
4211	main-news	headlines	2013	577	none	none	three more us soldiers killed in afghanistan	nato soldier killed in afghanistan	1.8
4212	main-news	headlines	2013	578	none	none	police raise death toll in bus accident to 8	rodney king death ruled accidental	0.4
4213	main-news	headlines	2013	579	none	none	four foreign soldiers killed in afghan east	2 british soldiers killed in afghan insider attack	0.8
4214	main-news	headlines	2013	581	none	none	red cross worker killed in pakistan	british red cross doctor kidnapped in pakistan found beheaded	3.6
4215	main-news	headlines	2013	582	none	none	afghan, us govts sign deal on controversial night raid	afghans, us sign deal on night raids	3.8
4216	main-news	headlines	2013	583	none	none	china mine accident kills 10	china truck accident kills 20	1.6
4217	main-news	headlines	2013	584	none	none	australia can eclipse england in windies	australian pm defiant under pressure over leadership	0.4
4218	main-news	headlines	2013	585	none	none	protests at pussy riot verdict	pussy riot verdict greeted with defiance	3.4
4219	main-news	headlines	2013	586	none	none	secret service sees its 'biggest scandal' over prostitutes	secret service sex scandal 'regret'	2.2
4220	main-news	headlines	2013	587	none	none	kuwait: activists storm syrian embassy; two injured	activists storm syria embassy in kuwait	3.4
4221	main-news	headlines	2013	588	none	none	details of aung san suu kyi's visit to ireland	rapturous welcome for aung san suu kyi's historic trip	3.4
4222	main-news	headlines	2013	589	none	none	key says marae visit a lost opportunity	key wants waitangi marae visit to stay	2.2
4223	main-news	headlines	2013	590	none	none	norway marks anniversary of massacre	norway marks anniversary of breivik's massacre	3.8
4224	main-news	headlines	2013	592	none	none	woman killed by falling debris	when an ally declines	0
4225	main-news	headlines	2013	593	none	none	aust shares up 1% after interest rate cut	rba delivers another rate cut	1
4226	main-news	headlines	2013	594	none	none	germany warns greece: no more money without reforms	euro zone to greece: no rescue without reforms	2.6
4227	main-news	headlines	2013	596	none	none	obama to meet families of shooting victims	obama to meet batman gun victims	3.2
4228	main-news	headlines	2013	597	none	none	obama widens lead over romney despite jobs data: reuters/ipsos poll	"romney takes lead over obama with convention ""bounce"": reuters/ipsos poll"	1
4229	main-news	headlines	2013	599	none	none	two killed, 19 injured in toronto shooting	two dead, 7 injured in finland shooting	1.4
4230	main-news	headlines	2013	600	none	none	what the pope's butler saw – aide arrested over vatican leaks	pope’s butler arrested in scandal over vatican leaks	3.4
4231	main-news	headlines	2013	601	none	none	anti-putin protesters form human chain in moscow	anti-putin protesters form human chain	3.8
4232	main-news	headlines	2013	603	none	none	washington's acts of congress sells for $9.8m	george washington's copy of us constitution sells for $9.8m	2.6
4233	main-news	headlines	2013	604	none	none	lakers fire coach mike brown after 1-4 start	lakers fire mike brown after 1-4 start	4.4
4234	main-news	headlines	2013	605	none	none	canadian muslims issue fatwa against 'honor killing'	us, canadian imams issue fatwa against honour killings	3.4
4235	main-news	headlines	2013	606	none	none	u.n. to take up syria resolution	un assembly to vote on syria resolution	3.6
4236	main-news	headlines	2013	607	none	none	soldier 'can't recall' massacre	us soldier ‘doesn’t recall massacre’	4.4
4237	main-news	headlines	2013	609	none	none	libya pm names new cabinet after protests over original	libyan assembly rejects new cabinet, dismisses pm	1.2
4238	main-news	headlines	2013	610	none	none	4 foreign soldiers killed in afghan east	4 french soldiers reported killed in afghanistan	3.8
4239	main-news	headlines	2013	611	none	none	syrian forces storm central town	syrian forces bombard homs, russia warns of civil war	2.5
4240	main-news	headlines	2013	612	none	none	pak: 20 dead in anti-islam film protests	25 injured in anti-islam film protest in islamabad, pakistan	2.2
4241	main-news	headlines	2013	613	none	none	cause of whitney houston's death could take weeks	investigators seek answers to whitney houston's death	1.8
4242	main-news	headlines	2013	614	none	none	n korea warns of retaliation for south korea drill	north warns of retaliation for seoul's naval drill plan	3.6
4243	main-news	headlines	2013	615	none	none	a tale of two passes: how the new york giants won the super bowl	lesser of two evils triumphs in super bowl	1.4
4244	main-news	headlines	2013	616	none	none	one dead in new israeli strike on gaza	two killed in new israeli strike on gaza: medics	3.6
4245	main-news	headlines	2013	617	none	none	germany likely to press russia on syrian crisis	what is russia thinking on syria? a brief guide	1
4246	main-news	headlines	2013	618	none	none	four seriously injured in m23 motorway crash	four injured in motorway crash	3.6
4247	main-news	headlines	2013	619	none	none	un aid chief amos enters baba amr with red crescent	syria's besieged baba amr is deserted, red cross says	2
4248	main-news	headlines	2013	620	none	none	dozens killed in nigerian riots	dozens killed in kenyan clashes	1
4249	main-news	headlines	2013	621	none	none	profiles of egypt's main presidential candidates	second day of egyptian presidential election	1.2
4250	main-news	headlines	2013	622	none	none	actor gazzara dead at 81	actor ben gazzara dies at 81	4.4
4251	main-news	headlines	2013	623	none	none	british gold rush silences gripes over cost	2 british soldiers killed in afghan insider attack	0.6
4252	main-news	headlines	2013	624	none	none	avalanche buries at least 100 pakistani soldiers	avalanche buries over 100 pakistani soldiers	4.6
4253	main-news	headlines	2013	625	none	none	inflation falls to 15-month low: what the analysts say	inflation falls to 15-month low	4.6
4254	main-news	headlines	2013	626	none	none	komen won't cut planned parenthood funding	susan g komen in u-turn over planned parenthood funding cut	3
4255	main-news	headlines	2013	627	none	none	forex &amp; gold 25 august 2012	forex & gold 19 july 2012	2.2
4256	main-news	headlines	2013	629	none	none	iran says un nuclear talks will continue	iran says nuclear talks with un 'constructive'	2.8
4257	main-news	headlines	2013	630	none	none	agribusiness: mad cow disease found in california	usda confirms case of mad cow disease in california	4.2
4258	main-news	headlines	2013	631	none	none	bp sells some gulf of mexico assets for $5.55 bil	bp sells gulf of mexico assets to plains for $5.55 bn	3.6
4259	main-news	headlines	2013	632	none	none	300 potential jimmy savile victims: police	uk: 300 potential savile abuse victims emerge	3.6
4260	main-news	headlines	2013	634	none	none	armstrong steps down from livestrong	armstrong standing down from livestrong	4.6
4261	main-news	headlines	2013	635	none	none	us drone strike kills 5 militants in pakistan	u.s. drone strikes kill 16 suspected militants in yemen	1.8
4262	main-news	headlines	2013	637	none	none	syrian govt wont stop attacks	syrian opposition reports 'massacre'	1
4263	main-news	headlines	2013	638	none	none	chinese stocks close higher midday friday	chinese stocks higher at midday friday	4.6
4264	main-news	headlines	2013	639	none	none	myanmar: opposition claims suu kyi win	voters in myanmar hopeful as suu kyi's party claims win	3.2
4265	main-news	headlines	2013	640	none	none	obama's poll rating drops in boost for republican rivals	obama's big hispanic win worries republicans	1
4266	main-news	headlines	2013	641	none	none	two aust soldiers wounded in afghanistan	4 foreign soldiers killed in afghan east	1.2
4267	main-news	headlines	2013	643	none	none	new syria opposition chief wants no-strings aid	syria opposition unites as israel fires warning shots	1
4268	main-news	headlines	2013	646	none	none	south africa mine clash kills at least 30	south africa train crash kills 26	0.8
4269	main-news	headlines	2013	647	none	none	syrian forces bombard homs, russia warns of civil war	syrian forces bombard homs, lavrov arrives for talks	2.6
4270	main-news	headlines	2013	648	none	none	egypt presidential election results delayed	egyptian election result delayed	4.2
4271	main-news	headlines	2013	649	none	none	deadline passes with no new iran sanctions	eu moves closer to new iran sanctions	1.6
4272	main-news	headlines	2013	650	none	none	arrested russian killer denies ties to pussy riot	dozens arrested in russian tv tower protest	0.8
4273	main-news	headlines	2013	651	none	none	norway memorial honours 77 massacre victims	norway marks anniversary of massacre	2.8
4274	main-news	headlines	2013	652	none	none	us afghanistan general linked to petraeus scandal	senior us general linked to petraeus scandal	3.8
4275	main-news	headlines	2013	654	none	none	chinese stocks fall after rrr cut - may 14	chinese stocks gain at midday monday	2
4276	main-news	headlines	2013	656	none	none	"nkorea makes ""significant"" nuclear reactor progress - iaea"	n. korea vows to expand nuclear deterrent	2.8
4277	main-news	headlines	2013	657	none	none	maldives president quits after police mutiny, protests	maldives president quits after weeks of protest	3.4
4278	main-news	headlines	2013	658	none	none	nato strike 'kills civilians' in afghanistan	two nato soldiers killed in afghanistan	0.8
4279	main-news	headlines	2013	659	none	none	al-qaida says it captures 70 yemeni soldiers in abyan's battle	al qaeda clashes, blasts kill 35 soldiers in yemen	1.4
4280	main-news	headlines	2013	660	none	none	navy jet crashes into us apartments, pilots eject	u.s. navy jet crashes into virginia apartment buildings	3.4
4281	main-news	headlines	2013	661	none	none	china stocks open higher wednesday	us stocks open higher despite gdp miss	0.8
4282	main-news	headlines	2013	662	none	none	idf to deploy iron dome in central israel	major snowstorm barrels down on central plains	0
4283	main-news	headlines	2013	663	none	none	4 killed in us drone strike in pakistan	u.s. drone strike kills 3 in pakistan	3
4284	main-news	headlines	2013	664	none	none	us teen held in chicago 'jihad' car bomb plot	chicago teen arrested in chicago car bomb plot	3.4
4285	main-news	headlines	2013	665	none	none	pc david rathband: twin brother's fears for his 'bestest mate'	david miliband: my brother and a return to old labour	0.2
4286	main-news	headlines	2013	666	none	none	syrian forces move to retake aleppo	syrian regime bids to retake city of aleppo	4.4
4287	main-news	headlines	2013	667	none	none	20-member parliamentary, trade team leaves for india	commerce secretary to take leave of absence	0
4288	main-news	headlines	2013	669	none	none	wall street opens lower	wall street ends mixed	2
4289	main-news	headlines	2013	671	none	none	europe shares bounce as more china stimulus seen	oil prices rise on hopes for stimulus	0.8
4290	main-news	headlines	2013	673	none	none	stock index futures point to lower start	stock index futures signal early losses	4.4
4291	main-news	headlines	2013	674	none	none	man charged after mp hurt in attack	man charged with murder in flat	1.4
4292	main-news	headlines	2013	676	none	none	nokia apologises for 'faked' ad	us waives riders for pak aid	0
4293	main-news	headlines	2013	677	none	none	us drone strike kills 5 militants in pakistan	drone strike kills four suspected militants in pakistan	3
4294	main-news	headlines	2013	678	none	none	syria rebels leave besieged homs	syrian rebels retreat from besieged homs district	4.4
4295	main-news	headlines	2013	679	none	none	u.s. orders non-essential staff to leave sudan, tunisia	us orders non-essential staff to leave tunisia, sudan	4
4296	main-news	headlines	2013	680	none	none	egypt's mubarak critical	egypt's mubarak in critical condition	4.6
4298	main-news	headlines	2013	685	none	none	japan pm dissolves lower house for election	iran and world powers set for nuclear talks	0
4299	main-news	headlines	2013	686	none	none	two killed in new israeli strike on gaza: medics	5 die in strikes on gaza, militants barrage israel	2
4300	main-news	headlines	2013	687	none	none	navy jet crashes into virginia buildings, injuring six	navy jet crashes into virginia apartments,9 hurt	3.2
4301	main-news	headlines	2013	688	none	none	one nato soldier killed in s. afghanistan	british soldier killed in southern afghanistan	3.2
4302	main-news	headlines	2013	689	none	none	spain jobless rate hits new high	spain's jobless claims hit new high	4.2
4303	main-news	headlines	2013	691	none	none	turkey scrambles jets near border	turkey scrambles jets to syrian border	3.6
4304	main-news	headlines	2013	693	none	none	two die in syria violence after un monitors land	two year doping ban for contador	0
4305	main-news	headlines	2013	695	none	none	civilian, defector killed in syria, says ngo	syria gunmen kill three syrian officers: ngo	1
4306	main-news	headlines	2013	697	none	none	taiwan rattled by strong earthquake	china rocked by twin earthquakes	1.2
4307	main-news	headlines	2013	698	none	none	bank of england's paul tucker tainted by libor mess	bank of england deputy denies ordering rate-rigging	2.8
4308	main-news	headlines	2013	700	none	none	red cross says negotiating halt to fighting in syria to take aid	red cross negotiating syria ceasefire to bring aid	4.4
4309	main-news	headlines	2013	701	none	none	syrian forces shoot civilians on bus	syrian forces, rebels clash near turkey	0.8
4310	main-news	headlines	2013	702	none	none	german parliament overwhelmingly backs greek rescue deal	german parliament endorses greek bailout	4.4
4311	main-news	headlines	2013	703	none	none	bombings, clashes continue in syria	bombings, clashes as syria opposition seeks arms	3.4
4312	main-news	headlines	2013	705	none	none	burma's reforms bring easing of u.s. sanctions	burma activists say go slow on easing sanctions	2.4
4313	main-news	headlines	2013	706	none	none	usain bolt wins 200m – steven howard reaction	facebook mobile gains drive revenue growth: reaction	0.2
4314	main-news	headlines	2013	707	none	none	dozens dead in taliban resort attack	'india police name 3 iranians in embassy attack'	0.4
4315	main-news	headlines	2013	708	none	none	heavy fighting rocks eastern syria ahead of poll	heavy fighting rocks eastern syria - residents	3.8
4316	main-news	headlines	2013	709	none	none	china yuan weakens to 6.3282 against usd monday	china yuan retreats to 6.2697 against usd thursday	2.8
4317	main-news	headlines	2013	710	none	none	7 dead in christian school shooting	5 wounded in ohio school shooting	1.4
4318	main-news	headlines	2013	711	none	none	indonesia anti-terror squad kills two suspected militants	indonesia police shoot dead suspected militants in bali	3.2
4319	main-news	headlines	2013	712	none	none	us election: mitt romney concedes defeat as barack obama wins second term	romney concedes election to obama in phone call	4
